word,segmentation,segment_type,related_words,notes
decorum,de.cor.um,verified,de.cor; de.cor.ate; en.com.ium,[ˈdeɪkɔ:(r)] 装饰风格 装饰 赞美
deference,defer.ence,verified,obe.di.ent; obe.is.ance,defer 推迟 比较： 听话，孝顺 是景仰、鞠躬 是尊重（某人）的行为 compliance 服从（权威）的行为
complaisance,com.plais.ance,verified,com.plac; com.plain; ex.plain,满足别人 please .ence 同音同源字 n. 自满； v.抱怨 v.解释
speculate,spec.ul.ate,verified,spec.ial; spec.ul.ator,注意这两个意思的关联。做投机买卖基于推测（只有不完全信息） 投机商
meditate,med.it.ate,verified,,
cogitate,cog.it.ate,verified,cogn.ate,联想：发音“考据。。。” (formal)仔细思考 (词语)同源的
contemporary,con.tempor.ary,verified,tempor.ary,暂时的
contemplate,con.templ.ate,verified,templ.ate; con.templ.ation; con.tempor.ary,（ 4847 ） ( 10221 )模板 temple 寺庙；太阳穴 名词（ 11526） 现代的
imprecation,im.pre.cation,verified,im.pli.cation; im.pre.cise; im.pre.sario; im.pre.ssion; pre.vari.cate; pre.dica.ment,发音很相似哦！ 牵连； ~ of sth. 不精确的 剧团的经理 看法，印象 deprecate v. 强烈不赞成 支吾搪塞 窘境 如果是中性的、无恶意的魔法咒语，通常用 spell​ 或 incantation。 如果是出于愤怒、希望别人倒霉的 诅咒 或 咒骂 ，就用 imprecation（或 curse）
encomium,en.com.ium,verified,com.mie; com.ic; com.edy; eu.phem.ism; de.corum; eu.logy,阿共 委婉语 社交中得体的行为 悼词。欢送的颂词
eulogy,eu.logy,verified,e.legy,表达哀伤的给死者的诗或歌， 哀歌
recognition,re.cogn.ition,verified,,
approbation,ap.prob.ation,verified,ap.prove; prob.ation,通过验证 =>批准 动词 b 是 v 的音变 缓刑期、试用期 （其实就是 考验期） sanction 批准。制裁。
enormity,e.norm.ity,verified,,atrocity
sober,so.ber,verified,,sombre 颜色黯淡的。心情沮丧的
ineptitude,in.ept.itude,verified,,inept 形容词
delinquency,de.linqu.ency,verified,re.linqu.ish; de.linqu.ent,不情愿地放弃 不良少年 （不良少年的）违法行为
peccadillo,pecca.dillo,verified,im.pecca.ble,滴漏
foible,foi.ble,verified,fee.ble,虚弱的；=>无说服力的，没用的； foil 包装用的金属箔；陪衬； 比较：peccadillo 小错误 小过失
deficiency,de.fici.ency,verified,de.fici.t; suf.fici.ent; ef.fici.ent; pro.fici.ent,fici：做事。de是“否定”，ex是很多=>高效 赤字 缺乏，缺陷 足够的 效率高的； 前面加in : in+ 低效的 熟练的 ； inficient 不存在这个词；只有inefficient defect 缺点缺陷，叛逃
discompose,dis.compose,verified,de.compose; dis.comfort; dis.comfit; dis.tr.aught,搅乱心神 composure n.沉着镇静； 腐烂 v.使（生理/心理）不舒服；（词频6452） v.使（心理）不舒服 （词频30476） perturb 只有让人心理烦乱这一个意思。disturb 还有打断（过程），搅乱（场面）的意思 adj. 心急如焚以至于无法思考的
falsify,fals.ify,verified,,false 假的 falsies 假乳房（使乳房看起来丰满的胸罩衬垫，falsie的复数）
jabber,jab.ber,verified,,jab v. 戳、刺、注射。n.预防针
gabble,gabb.le,verified,jabb.er,家宝 gab. le 山墙 有贬义，它没有
stammer,stam.mer,verified,star.mer; stut.ter,英国首相 斯塔默
bumble,bum.ble,verified,bum.per; tum.ble; stum.ble; fum.ble; vt.vi; hum.ble,保险杠 使跌倒 坍塌 翻跟斗 over 在...上绊倒。跌跌撞撞地走。 . 笨手笨脚，笨嘴笨舌，接球失误； vi. 笨手笨脚；跌跌撞撞 谦逊的
explicate,ex.plicate,verified,com.plicate; im.plicate,v. 使复杂 v. 使卷入 v. 详细解释（想法，文学作品） extricate 使解脱
elucidate,e.lucid.ate,verified,e.luminate; il.lumin.ate,lucid 表达清晰易懂的；神志清醒的（有阵子不清楚） 这个词不存在 照亮；说明白；
elaborate,e.labor.ate,verified,,
subterfuge,sub.ter.fuge,verified,,surreptitious adj. 秘密的；趁人不注意赶紧进行的
pretext,pre.text,verified,pre.mise; con.text,前提 上下文；（事件发生的）背景
perjury,per.jury,verified,per.jure; forg.ery,动词 jury 陪审团 词根：发誓 伪造行为。伪造罪。伪造品 fraud 诈骗罪。骗子。冒牌货
affidavit,af.fid.avit,verified,,avit = avid 酷爱
invective,in.vect.ive,verified,vect.or,矢量 expletive （愤怒或痛苦时用的）咒骂语，感叹语 vehement adj.激烈的；（尤指）愤怒的
opprobrium,op.probr.ium,verified,ob.loquy,problem [ˈprɒbləm] n.公开的谴责; 耻辱
libel,lib.el,verified,liber.al,（文字）诽谤 自由派的 区别 slander v.口头诽谤 另外还有n. adj.
calumny,ca.lum.ny,verified,co.lumn,derision 取笑嘲笑奚落
embroil,em.broil,verified,im.broglio,broil 烤、烘焙； b oil 煮 （尤指政治上的）复杂尴尬处境 辨析：im=in 已经在了。em=en 使得
imbroglio,im.brog.lio,verified,em.broil,v.使陷入（困境） broil v.烤 vt. 使卷入 辨析：im就是in ; em 是en
shriek,shr.iek,verified,shr.ill,
detonation,de.ton.ation,verified,in.ton.ation,声调 implode v.内爆 implosion n.内爆 explode v.爆炸 explosion n.爆炸
raucous,rauc.ous,verified,,cacophony 刺耳的嘈杂声 strident 刺耳的。强硬咄咄逼人的
strident,stri.dent,verified,stri.de; tri.dent,阔步走 sino stride 三叉戟 raucous 声音又大又粗
cacophony,caco.phony,verified,sym.phony; rauc.ous,（16988） 交响乐 粗声大嗓的 din （大声长时间）嘈杂声
sonorous,son.or.ous,verified,son.ar; son.ic; re.son.ant; con.son.ant; oro.tund,[ˈsəʊnɑː(r)] 声纳 adj. 音速的 低沉回荡的；共鸣的； 辅音。与...相辅的 adj.(嗓音或说话方式) 饱满而令人印象深刻的。
resonant,re.son.ant,verified,con.son.ant,辅音的，一致的 共鸣的；令人共鸣的
mellifluous,melli.flu.ous,verified,,melli-蜜 mellon
prevaricate,pre.vari.cate,verified,pre.dica.ment; im.pre.cation,预先想好将来要改变说辞 支吾搪塞 窘境 诅咒
equivocate,equi.voc.ate,verified,un.equi.vocal; ad.voc.ate; voc.ative; con.voc.ation,=prevaricate （表达）毫不含糊的 pro· 挑衅性的；挑逗性的 （大学里的）正式会议 equilibrium 平衡状态 equanimity （在困难状态下）镇静
irony,iron.y,verified,iron.ic,形容词 iron 铁；熨斗；铁的
fluke,flu.ke,verified,flu.te,luck 长笛 侥幸(72%)
expediency,ex.pedi.ency,verified,ex.pedi.ence; im.pedi.ment,也可以这么写 障碍，结巴
repercussion,re.per.cussion,verified,per.cussion; con.cussion; dis.cussion,打击乐器(14436) 脑震荡 讨论 aftermath （灾难性大事件的）余波、后续 backlash （对社会变动等的）强烈抵制，集体反对
vicissitude,vi.cissi.tude,verified,nar.cissi.sm,邓三上三下 cissi 念[sisi]: narcissism sciss 念[sis]: 词根“剪切” abscissa scissors sicc 念[sik]： desiccant viscera 内脏 tumultuous 嘈杂欢腾的。风云激荡的。
elapse,e.lapse,verified,,lapse 小错；时间间隔
antiquity,anti.quity,verified,e.quity; anti.que,n.公平；普通股； adj.古代的 n. 古董
transient,transi.ent,verified,in.transi.gent; transi.tory,不妥协的（人） 短暂的；转瞬即逝的
squall,squ.all,verified,squ.ash,压扁
horizon,hori.zon,verified,,horse zone
magnitude,magn.itude,verified,magn.ific.ent; magn.ate,宏伟的，壮丽的 （橡胶、钢铁）大王
apogee,apo.gee,verified,peri.gee,
sizzle,sizz.le,verified,,
scorch,scor.ch,verified,,score torch 火把；电筒； scorpion 蝎子 scourge （用作刑具的）鞭子
fulminate,ful.min.ate,verified,ful.min.ation,名词
decompose,de.compose,verified,dis.compose,compose v.构成 组成 扰人心神
icicle,ic.icle,verified,test.icle,睾丸 popsicle 棒冰
tempest,temp.est,verified,,cloudburst （骤然降下的）大暴雨，倾盆大雨
monsoon,mon.soon,verified,mon.th,moon
drizzle,dri.zzle,verified,pu.zzle; da.zzle,
cyclone,cycl.one,verified,re.cycle,v.再生
particular,part.ic.ular,verified,,specific 同义词，但是它最常见的意思是“明确具体的” 特定的(39%)，特别的(29%)，特殊的(22%)，细节(4%)
denominator,de.nomin.ator,verified,nomin.ate; nomin.al; de.nomin.ation; de.nomin.ational,v.提名 名义上的；名词性的 面额 教派 宗派的，派别的
decibel,deci.bel,verified,deci.mal,所谓“分”，是1/10的意思，所以是deci 小数(92%)，十进位的(5%)
congruent,con.gru.ent,verified,congru.ence; grue.some,"名词 令人毛骨悚然的, 阴森的 glue"
divisor,di.vi.sor,verified,di.vi.de; di.vi.dend,除数 除 v. 被除数
circumference,cir.cum.fer.ence,verified,circum.locution,perimeter 周长 迂回曲折的说法；遁词 circumstance 环境 circumvent 绕过 circumlocution n. 旁敲侧击的话 circumference 圆周长
calibrate,ca.libr.ate,verified,ca.libre,[ˈkælɪbər] （人的）能力；（管子、弹药的）口径； gauge [ɡeɪdʒ] 测量；口径
bisect,bi.sect,verified,di.chotomy; dis.sect,数学或者科学用语，二等分 两个事务的清晰隔断（工作与生活） 解剖 详细分析 halve 减半，非科学用语
ammonia,am.mon.ia,verified,Am.mon; pneu.mon.ia; klepto.mania,埃及的太阳神 肺炎
aluminium,a.lumin.ium,verified,a.lum; a.lumin.um; il.lumin.ate,-lumin-亮 . ni [əˈlʌmnaɪ] 校友（统称） [ əˈluːmɪnəm ] 铝（美式拼写） 照亮；阐明；
palette,pal.ette,verified,pal.ate,[ˈpælət]上颚 pal 伙伴
stationery,station.ery,verified,station.ary; station.er,文具，信纸 固定的，静止不动的 文具商；文具店
tresses,tress.es,verified,trest.le,这事实上是个复数 truss 衍架 支撑架
corona,co.ro.na,verified,,corolla 花冠
cynosure,cyno.sure,verified,ca.nine; cyno.logy,"发音像是sino,cyno= 狗 犬类学"
momentum,moment.um,verified,,
lustrous,lus.trous,verified,il.lus.trator; il.lus.trious; lusc.ious,lust 色欲 插画画家 柔软光亮的 著名的受人尊重的 肥美的；又软又厚的；肉感的
isosceles,iso.sce.les,verified,,abscissa isosceles 都有 sc isotope /ˈaɪsətəʊp/ 同位素
iodine,io.dine,verified,,
equilibrium,equi.libr.ium,verified,equa.nimity,libra 天秤座 （尤指处于困境时的）镇静
ellipsoid,el.lip.soid,verified,el.lip.se; el.lip.sis; lip.se,椭圆 省略号 e c . 日食月食 lip 嘴唇 -引申--像嘴唇的
ellipse,el.lip.se,verified,el.lip.sis; ec.lip.se,el外lip嘴唇se ，联想 椭圆 n. 省略号 （联想：椭圆的复数） v. n. 日食，月食 n. 椭圆
distill,dis.till,verified,dis.till.ate,n. 馏出物
diagonal,di.agon.al,verified,pent.agon; hex.agon,五边形；五角大楼 六边形
resilience,re.sili.ence,verified,e.last.icity,sily （物体）复原能力，弹力
radius,radi.us,verified,radi.an; radi.um; radi.o,半径 弧度 镭
quantum,quant.um,verified,quant.i.tative; quadr.ant,量子 量化的 词根不是“四” quadr，而是“量”quant 象限
quadrant,qua.dr.ant,verified,qua.dr.up.le; n.v.adj; quant.um; quant.a,. 四倍 量子 定额 六分仪 sextant
putrefaction,putre.faction,verified,,putr .id ['pjuːtrɪd]腐臭的（动植物）（26351）
polymer,poly.mer,verified,poly.ester; poly.styr.ene,poly-多，复，聚 聚酯纤维 聚苯乙烯
perpendicular,per.pend.ic.ular,verified,,
permutation,per.mut.ation,verified,com.bin.ation,"P(n,k) 考虑顺序的不同 C(n,k) 不考虑排序"
percolate,per.col.ate,verified,col.umn; in.fil.trate,特务渗透；水、气体渗透；
pentagon,pent.agon,verified,pent.house,顶楼公寓 （往往比较豪华）
oxidize,ox.id.ize,verified,ox.ide,[ˈɒksaɪd] 氧化物
multiply,mul.ti.ply,verified,mul.ti.ple,大量的
accordion,ac.cord.ion,verified,ac.cord,符合、一致。雅阁 harmonica 口琴
cello,cell.o,verified,,
clapper,clap.per,verified,n.v; clip.per,clap .拍手 (剪指甲、头发的)剪刀 。快速帆船
vibrate,vibr.ate,verified,vibr.ant,充满活力的
trapezoid,trape.zoid,verified,,trap n.[træp]陷阱 ellipsoid 椭圆体
torque,tor.que,verified,tor.ture; v.n; tour.ni.quet,发音类似 talk .拷打 止血带
sulfide,sulf.ide,verified,sulf.ate; sulf.ur; sulph.ur,硫化物 sulf 联想 self 硫酸盐 ()硫磺 -ide 化合物。-ite 石头
vivace,viv.ace,verified,viv.id,生动的(65%)，鲜艳的(26%) allegro 快板音乐 （fast and lively ）
allegro,al.leg.ro,verified,al.lege; al.leg.ory,滚 v.（未提出证据的）指控，声称 ['æləɡəri] （有讽喻的）寓言 allopathy 对抗疗法 presto （音乐）急板；（魔术）”变“；
atonal,a.ton.al,verified,ton.al.ity,调性 atone vi.赎罪
diminuendo,di.minu.endo,verified,cre.scendo; di.min; di.minu.tive,. ish
histrionic,his.tri.on.ic,verified,his.tory,
improvise,im.provise,verified,provid.ent,provide v.提供 未雨绸缪的
premiere,pre.mi.ere,verified,pre.mi.er,['premɪr]首要的；总理 debut n.（演员等）初次登台；（新产品）首发；（戏剧等）首次公演
chorus,chor.us,verified,,无宗教意味，拉丁尾缀 chord 弦 choir [kwaɪə] 唱诗班，合唱 chore 家务活
libretto,libr.etto,verified,libr.ary; stil.etto,细高跟鞋
scenario,scen.ario,verified,scen.e; scen.ery; m.ario; impres.ario,剧场
cornet,corn.et,verified,,corn 玉米 trumpet 小号 piccolo 短笛
pirouette,pi.rou.ette,verified,,"route、router中,ou都发音为[u:]"
cornucopia,corn.u.copia,verified,,copia 想象成copy的复数
effigy,ef.figy,verified,figur.ine; caric.ature,（人、动物的）小雕像，小塑像 卡通形象
relieve,re.lieve,verified,re.leave,联想： 只是写成了 relief 名词
figurine,fig.ur.ine,verified,fig.ure; fig.ur.ative; statut.ette,n.形状；数字；人物；身材；v.演算； adj. 比喻的 [ˌstætʃuˈet]
pastel,past.el,verified,pest.le; past.or,[pesl] 杵 牧师 crayon 彩色铅笔 粉笔 蜡笔 pastoral 牧师的，乡间的
collage,coll.age,verified,coll.ege; coll.ect,学院 抽象拼贴画；收集品 pastiche 仿作。集锦。
caricature,car.ic.ature,verified,,cartoon effigy n.（名人的）雕像 n.丑化人的画像
baritone,bari.tone,verified,,alto 中音部
staccato,stac.cato,verified,ob.blig.ato,
presto,pre.sto,verified,al.leg.ro,前两个意思其实来自“急板”，魔术师要求来个紧张的音乐。 （音乐）快板的
obbligato,ob.blig.ato,verified,stac.cato,ob. lige v 有责任去做 断奏的
pageant,page.ant,verified,,-ant 标示进行的分词 关于“选美比赛”，想象很多美女一个接一个走，就跟游行一样。 paean (文学) a song of praise or victory 赞歌；凯歌
burlesque,bur.les.que,verified,grot.esque; pictur.esque; arab.esque,burr [bɜːr] 象声词 颤音r ；果实上的小刺
comedy,come.dy,verified,,
epilogue,epi.logue,verified,pro.logue; ec.logue,开场白，序言； 短诗（尤指牧歌） 收场白，后记 opening 开头部分，开局； denouement 结尾部分，结局；
monologue,mono.log.ue,verified,dia.log.ue; cata.log.ue; mono.graph,专题文章；专著
recital,re.cit.al,verified,re.cite; in.cite,cite v.引用 v.煽动
descant,des.cant,verified,de.cant,des=dis ; cant = chant 歌 倒水 scant adj. 几乎没有的
quartet,qu.art.et,verified,qu.art.er,季度 另一个词根是 quadr
oratorio,ora.tor.io,verified,,比较： 清唱剧（长，有orchestra伴奏，往往是圣经题材） cantata 清唱剧（短，独唱，常常有choir和orchestra伴奏，往往是宗教题材） 所以区别是长短。
aria,ar.ia,verified,,念a: ，想象一个人在那儿唱a: Arya Stark
overture,over.ture,verified,,-ture 常见尾缀 true 真
serenade,se.ren.ade,verified,se.rene; noc.turne,[sə`ri:n] adj. 平静且宁静的 夜曲（主要为钢琴曲）
rhapsody,rhaps.ody,verified,thren.ody,ody 后缀： ; ; fantasia ：幻想曲 rapture n. 狂喜 enrapture v. 使狂喜 ravish v. 使狂喜；多一个“强奸”的意思 rhapsody 狂想曲 (多个h)
fantasia,fanta.sia,verified,,联想：好像一种病的后缀 Fanta 芬达 rhapsody 狂想曲
inflect,in.flect,verified,re.flect; de.flect; in.flict,反射；reflector 反光面、反光物体 偏离；使偏离 vt.打击
fetter,fett.er,verified,,
manacle,man.acle,verified,e.quin,man. n
pillory,pill.ory,verified,pill.ar,柱子
reminiscence,re.mini.scence,verified,,science 科学
travelogue,travel.ogue,verified,travel.og,美式拼写
biography,bio.graphy,verified,auto.bio.graphy,自传（自己写的）
memoir,mem.oir,verified,re.serv.oir,水库 memento 纪念品
anecdote,a.nec.dote,verified,,没有脖子的点
pastiche,past.iche,verified,cl.iche; st.itch; par.ody; thren.ody; rhaps.ody,past:pasta意大利语浆糊 -iche 后缀：来自意大利语的一些艺术类名词 niche 壁龛；商机； 陈词滥调 缝 pastiche 刻意模仿作品 （没说滑稽） parody 滑稽模仿 ; melody. ; charade 做戏；装模作样。打哑谜猜字游戏
threnody,thren.ody,verified,rhaps.ody,thr- : throw -ody ： ; ; melody 对比： elegy 表达哀伤的诗或歌，尤其是献给死者的。 献给死者的，表达哀伤的诗或歌。 dirge 在葬礼上唱的歌
paean,pae.an,verified,,pageant 古装游行、选美 paean 赞 歌 ；凯 歌 ； ode 颂 诗
eclogue,ec.logue,verified,pro.logue; epi.logue,联想：采菊东篱下 悠然见南山 开场白 短诗（尤指牧歌） 后记
idyll,i.dyll,verified,i.dle; i.dol,闲暇的 ； 爱豆、偶像 田园诗(61%)，田园生活(33%)
epigram,epi.gram,verified,holo.gram; dia.gram; tele.gram; kilo.gram; pro.gram,"""I can resist everything except temptation."" 全息图 图解 电报 千克 gram 克 eclogue 短诗，尤其是田园题材 epigram 一些有趣/聪明的话或者诗句，不一定是深刻真理。目的是 让人会心一笑 或惊讶。 aphorism 常带有智慧或哲理深度，不一定广为人知，通常是个人作者的原创表达。 鲁迅说过... saying 广为人知的 maxim 行为规则或道德指导的简洁原则，该做什么不该做什么，重点是“ 规则感 ” adage 广为人知， 世代相传的俗话 ，表达常见经验或真理，带有民间智慧的感觉 proverb 和adage很像，但更强调民间匿名来源和比喻。"
repertoire,re.pert.oire,verified,re.pert.ory; re.serv.oir; re.posit.ory,剧团保留剧目的轮演 [ˈrepətri] 仓库
pathology,path.ology,verified,a.path.etic; path.etic,冷漠的 可悲的
pharmacology,phar.mac.ology,verified,,pharmacy 药房，药剂学
